,id,company_rating,company_location,total_fleet_count,iata_approved
3591,12347,,Bouvet Island (Bouvetoya),1.0,f
3592,47191,,Monaco,1.0,t
3596,23058,100%,Philippines,1.0,f
3597,35146,,Libyan Arab Jamahiriya,1.0,t
3599,9389,100%,,1.0,f
3600,47643,100%,Holy See (Vatican City State),1.0,f
3602,23834,,French Polynesia,1.0,t
3605,6105,,,1.0,f
3610,10068,100%,,2.0,t
3611,727,,Holy See (Vatican City State),1.0,t
3612,9162,,Isle of Man,2.0,t
3617,40594,,Niger,1.0,t
3618,13711,,Brazil,1.0,t
3619,46097,,,1.0,t
3623,49234,100%,Denmark,2.0,f
3624,13450,,Kiribati,1.0,t
3625,8595,100%,Lebanon,3.0,t
3629,27643,,Kenya,1.0,f
3634,44600,,Guinea,1.0,t
3636,767,100%,Uganda,2.0,f
3637,18500,100%,Lithuania,1.0,f
3639,48649,100%,Kiribati,2.0,f
3640,33227,,,2.0,t
3641,2786,100%,,1.0,f
3642,16286,,,1.0,t
3644,11094,,Marshall Islands,1.0,t
3645,49477,100%,,2.0,f
3647,6533,,Gibraltar,4.0,f
3652,6115,,Estonia,1.0,f
3653,45875,,Zimbabwe,1.0,t
3654,35472,100%,Senegal,1.0,t
3655,21884,,Isle of Man,1.0,t
3657,18937,,Russian Federation,2.0,f
3662,48602,100%,El Salvador,1.0,t
3663,42072,,Bosnia and Herzegovina,1.0,f
3665,21680,100%,,1.0,t
3673,40255,,Faroe Islands,1.0,t
3675,40605,,,1.0,t
3676,39907,100%,Turkmenistan,1.0,f
3677,39884,,Reunion,1.0,t
3685,6693,,French Guiana,1.0,f
3687,3391,100%,Iran,58.0,t
3688,17761,,Guinea,1.0,t
3689,19246,100%,Monaco,1.0,t
3690,39013,86%,Russian Federation,1.0,t
3691,8122,,Monaco,2.0,t
3693,26813,100%,Russian Federation,1.0,t
3694,19290,,Micronesia,1.0,t
3695,40171,,,1.0,f
3700,3210,,,1.0,t
3704,31761,,Micronesia,1.0,t
3705,8163,,Kenya,3.0,f
3706,44119,,Niue,1.0,t
3707,30604,,Pakistan,1.0,f
3708,41116,,Estonia,1.0,f
3709,33024,,Lebanon,1.0,t
3712,24722,100%,,1.0,t
3714,1662,,Estonia,1.0,t
3717,41927,,Marshall Islands,1.0,f
3721,11531,,Marshall Islands,2.0,t
3723,43313,,,1.0,f
3726,21132,,Costa Rica,1.0,t
3727,36280,,,1.0,f
3728,32180,,Sao Tome and Principe,1.0,f
3730,37594,100%,Russian Federation,1.0,f
3734,18468,,Malta,1.0,t
3735,39379,100%,Guinea,1.0,f
3736,39001,,Russian Federation,1.0,f
3737,1391,,Congo,1.0,t
3739,36687,100%,Cape Verde,1.0,t
3740,19845,,,1.0,t
3741,47781,,Cocos (Keeling) Islands,1.0,t
3742,24700,33%,Denmark,1.0,t
3743,6149,100%,Zimbabwe,1.0,t
3745,25910,,Christmas Island,1.0,t
3746,37584,100%,Puerto Rico,1.0,f
3747,36524,100%,Saint Helena,8.0,t
3751,42407,100%,Maldives,2.0,t
3752,30175,,Russian Federation,2.0,t
3755,29917,,,1.0,t
3756,33730,,Russian Federation,1.0,t
3757,1804,,,1.0,f
3758,9011,100%,Russian Federation,1.0,f
3764,41864,100%,,1.0,t
3766,16897,,Mauritania,2.0,f
3768,38485,,Isle of Man,1.0,f
3770,35776,100%,Isle of Man,1.0,t
3772,16198,0%,Sao Tome and Principe,1.0,t
3776,37071,,,1.0,f
3777,19271,100%,Jersey,11.0,f
3778,21802,,Lebanon,2.0,f
3779,24432,100%,Andorra,2.0,t
3780,10165,,,1.0,t
3783,42139,,,1.0,t
3789,1705,100%,Russian Federation,2.0,t
3790,25156,,Andorra,1.0,f
3798,45097,100%,Gambia,1.0,t
3799,11938,,,1.0,f
3801,45695,78%,,1.0,t
3802,8143,,Guinea,1.0,t
3804,19843,100%,Turkmenistan,3.0,t
3805,33439,,Russian Federation,1.0,f
3806,35873,,,2.0,f
3811,2384,,Isle of Man,1.0,f
3813,48934,,Gambia,2.0,f
3818,33995,,Guinea,1.0,f
3819,40673,,Marshall Islands,1.0,f
3820,36559,,Marshall Islands,1.0,t
3824,44578,100%,Niue,2.0,t
3826,8929,,Indonesia,1.0,f
3828,41428,100%,,1.0,f
3831,9061,100%,Rwanda,2.0,t
3834,42502,100%,Philippines,2.0,f
3837,20867,100%,Guinea,4.0,t
3839,10700,100%,Gambia,1.0,t
3842,19239,100%,Nicaragua,2.0,t
3843,20014,,Uzbekistan,1.0,t
3844,36661,100%,,1.0,t
3846,9212,,,1.0,f
3847,40110,,Somalia,1.0,f
3848,32600,100%,Lebanon,1.0,f
3854,13983,,Micronesia,3.0,t
3857,47515,0%,Kiribati,1.0,f
3859,17405,,Niue,1.0,t
3860,28833,100%,Venezuela,5.0,f
3862,787,,Faroe Islands,1.0,t
3864,36826,,,1.0,t
3865,24639,100%,Kenya,2.0,t
3867,2455,,Kenya,1.0,t
3868,3278,90%,Guinea,2.0,t
3872,31805,99%,Mauritania,20.0,f
3874,22438,90%,Guinea,2.0,t
3877,18627,,Cuba,1.0,t
3878,38387,100%,Sao Tome and Principe,1.0,t
3881,37223,,,1.0,f
3883,38820,,Fiji,1.0,f
3889,17771,90%,Russian Federation,1.0,f
3894,29419,,Lithuania,1.0,t
3901,22739,100%,Gambia,3.0,t
3902,32161,100%,Nicaragua,5.0,t
3903,29804,,Malta,1.0,f
3904,13949,,Kenya,1.0,f
3907,31749,100%,Uganda,9.0,t
3908,40455,,Guinea,1.0,f
3914,14034,100%,Russian Federation,1.0,f
3916,17013,100%,,1.0,f
3917,9667,,Gibraltar,1.0,f
3918,11778,,Monaco,1.0,t
3922,19240,,Niue,1.0,t
3925,12041,100%,,1.0,t
3932,22324,100%,Venezuela,6.0,t
3934,21329,,,1.0,f
3935,15559,100%,Barbados,1.0,t
3936,16711,,French Guiana,1.0,f
3937,48103,,Reunion,1.0,f
3938,16673,,France,1.0,t
3941,20089,100%,Rwanda,1.0,t
3943,49136,,Denmark,1.0,t
3944,3476,100%,Wallis and Futuna,1.0,f
3946,17214,,Russian Federation,1.0,t
3947,12139,,Russian Federation,1.0,f
3948,6974,100%,Barbados,1.0,t
3952,45960,,Peru,1.0,f
3953,17643,,,1.0,f
3954,40671,100%,Bosnia and Herzegovina,2.0,t
3955,30498,,,3.0,f
3956,4394,,,1.0,f
3958,37345,,Venezuela,1.0,t
3960,21817,,Vanuatu,1.0,t
3962,34477,,El Salvador,1.0,f
3963,77,50%,Monaco,2.0,f
3965,29901,33%,Lithuania,1.0,t
3966,48948,,,1.0,f
3969,7740,,Malawi,1.0,f
3972,45594,,,1.0,f
3973,31643,,France,1.0,f
3974,24756,,,1.0,t
3975,11046,100%,Libyan Arab Jamahiriya,1.0,t
3979,49783,,,1.0,t
3980,30023,75%,Rwanda,1.0,t
3982,18903,,,2.0,t
3985,40766,,Russian Federation,1.0,f
3986,22024,,,1.0,t
3987,22234,,Chad,1.0,t
3988,45370,,,1.0,f
3990,47372,,Micronesia,1.0,f
3994,7155,,,1.0,t
4000,8058,90%,Niger,2.0,t
4001,46719,,Maldives,1.0,t
4004,23870,100%,Brazil,1.0,f
4005,18060,,,1.0,t
4007,46068,,Suriname,1.0,f
4012,29353,,Lebanon,1.0,f
4013,7102,100%,Vanuatu,4.0,t
4014,46493,,,1.0,f
4015,15628,,,1.0,t
4016,12980,100%,Uzbekistan,3.0,t
4017,42187,,Costa Rica,1.0,t
4019,23699,100%,Lebanon,1.0,t
4020,30826,,,1.0,f
4021,14178,,France,1.0,t
4025,48118,100%,Guinea,1.0,t
4029,45771,,,1.0,f
4033,39986,100%,Isle of Man,2.0,t
4036,14934,,Anguilla,1.0,f
4037,625,,Isle of Man,1.0,t
4038,44626,90%,Niue,1.0,t
4039,31871,100%,Uzbekistan,1.0,t
4043,13372,,Niue,1.0,f
4045,43254,,Turkmenistan,1.0,t
4047,10376,,Gambia,1.0,f
4049,44397,,Isle of Man,1.0,t
4052,2822,100%,Gambia,1.0,t
4053,6576,100%,Gibraltar,3.0,t
4064,28173,,Uzbekistan,1.0,f
4065,24726,100%,,1.0,t
4066,12758,100%,,1.0,f
4067,32065,100%,Niue,1.0,f
4072,24186,,Rwanda,1.0,t
4074,8399,,Nauru,1.0,t
4076,48671,100%,Guinea,3.0,t
4077,31439,,Chile,1.0,t
4078,15848,,Ghana,1.0,f
4079,45221,100%,Turkmenistan,1.0,t
4082,24366,,Togo,1.0,f
4086,15796,,Chile,1.0,f
4087,13721,,Maldives,1.0,f
4089,40438,,,1.0,t
4092,1366,25%,Fiji,4.0,f
4095,47229,,Jersey,1.0,t
4096,11964,,Chad,1.0,t
4102,42262,,Turkmenistan,1.0,f
4104,15305,100%,,1.0,t
4110,31887,,Rwanda,2.0,f
4112,32562,,,1.0,f
4114,14018,,Svalbard & Jan Mayen Islands,3.0,t
4115,11474,100%,Andorra,1.0,t
4117,32631,,Chile,1.0,f
4125,37591,,,1.0,f
4126,10920,100%,Kenya,2.0,t
4142,38479,100%,Russian Federation,2.0,t
4144,4038,,Micronesia,1.0,t
4152,49765,100%,Uzbekistan,1.0,t
4155,48652,100%,Isle of Man,1.0,t
4157,23168,,Bouvet Island (Bouvetoya),3.0,t
4165,17772,,Jersey,1.0,f
4169,32434,,Niue,1.0,f
4174,15539,,Venezuela,1.0,f
4179,4240,100%,,1.0,t
4180,42532,,Lebanon,1.0,f
4182,3126,,Brazil,2.0,t
4187,34398,100%,,3.0,t
4190,22814,,Niger,1.0,f
4191,41429,,Malta,2.0,t
4192,16939,,Senegal,11.0,t
4194,8654,100%,Christmas Island,3.0,f
4195,27096,,Micronesia,1.0,t
4196,3023,,,1.0,t
4197,43815,,,1.0,t
4198,29251,,Sao Tome and Principe,1.0,f
4201,23094,,Canada,1.0,f
4202,29203,100%,Kenya,1.0,t
4203,591,100%,Niue,2.0,f
4205,35743,100%,Palestinian Territory,2.0,t
4209,41621,100%,,1.0,f
4211,39481,100%,Uzbekistan,1.0,t
4212,38694,100%,,1.0,t
4215,20211,,Holy See (Vatican City State),1.0,t
4218,25003,96%,Latvia,9.0,t
4223,37962,100%,Gibraltar,1.0,t
4225,7695,,Venezuela,1.0,t
4226,458,,,1.0,t
4229,23221,100%,Chad,1.0,f
4230,24198,25%,French Guiana,4.0,f
4234,38129,,French Guiana,1.0,f
4237,20758,100%,Uzbekistan,2.0,t
4239,16493,,,1.0,f
4243,14079,,Russian Federation,1.0,f
4244,38294,,Lebanon,1.0,f
4245,16881,100%,Vietnam,1.0,t
4246,8930,,Turkmenistan,2.0,t
4250,29250,,,1.0,f
4251,28739,,Faroe Islands,1.0,f
4253,36782,,,1.0,t
4254,8832,,,1.0,f
4256,8518,100%,Peru,1.0,f
4258,17818,100%,Montserrat,2.0,t
4260,42739,100%,,1.0,f
4262,45977,100%,,2.0,f
4263,5858,,Cape Verde,2.0,t
4265,39,,Sao Tome and Principe,1.0,f
4267,30846,,Nicaragua,1.0,t
4269,41474,,Turkmenistan,2.0,t
4271,46133,,Lebanon,2.0,t
4275,37389,,,1.0,f
4282,39632,100%,Zimbabwe,1.0,t
4284,10949,,Bosnia and Herzegovina,1.0,f
4285,29261,100%,Uruguay,1.0,t
4286,24131,,,1.0,f
4287,47555,,Lebanon,1.0,t
4291,30424,,United Kingdom,1.0,t
4293,5559,,Cape Verde,1.0,t
4294,7772,100%,,1.0,f
4296,6069,100%,,1.0,t
4298,3606,,,1.0,f
4300,6766,,Kenya,1.0,f
4301,41265,,Zimbabwe,1.0,t
4302,13525,100%,Nauru,1.0,f
4303,908,,,1.0,f
4305,157,,,1.0,t
4306,13931,100%,Guinea,1.0,f
4309,11332,100%,Croatia,2.0,t
4310,41053,,,1.0,t
4312,37665,100%,Wallis and Futuna,4.0,t
4315,3464,,Russian Federation,1.0,f
4317,42771,,Russian Federation,1.0,t
4318,10486,,Mauritania,1.0,f
4321,4907,100%,Lebanon,2.0,t
4322,16563,,Togo,1.0,t
4323,13571,100%,,1.0,t
4327,25602,13%,Kenya,2.0,f
4330,3254,,Tonga,16.0,t
4331,25388,,Switzerland,1.0,t
4332,22091,100%,Faroe Islands,9.0,f
4333,41478,100%,Monaco,2.0,f
4340,11508,80%,,1.0,f
4344,1779,,China,1.0,f
4349,11876,,Malta,1.0,t
4351,28790,,Gambia,2.0,f
4352,46767,100%,El Salvador,3.0,t
4357,41628,100%,United Kingdom,1.0,t
4358,9846,100%,Indonesia,3.0,t
4359,10055,,Jersey,1.0,t
4362,20381,,,1.0,t
4363,49921,,,1.0,t
4366,22097,100%,United Kingdom,1.0,t
4369,19982,,Montserrat,1.0,t
4370,34445,,Rwanda,1.0,t
4372,2284,,Turks and Caicos Islands,1.0,f
4374,13512,,Niue,1.0,t
4377,3777,100%,Kiribati,1.0,t
4378,19243,,Zimbabwe,1.0,f
4381,47022,,,1.0,f
4388,13998,,,1.0,t
4391,39304,75%,Togo,2.0,t
4393,5023,,Pakistan,1.0,f
4397,38557,100%,,1.0,t
4400,39141,,,1.0,f
4409,18086,,,1.0,t
4411,35273,100%,Chad,1.0,t
4415,27253,,French Guiana,1.0,f
4416,48169,,Uganda,1.0,t
4417,31855,100%,Kenya,2.0,t
4418,2170,100%,,2.0,t
4422,33696,,Lebanon,2.0,t
4426,33859,,France,1.0,f
4428,35948,100%,Brazil,8.0,f
4431,45727,,Niue,1.0,t
4432,37646,100%,Estonia,60.0,f
4441,10373,90%,Bouvet Island (Bouvetoya),2.0,f
4442,29497,100%,,1.0,f
4455,20639,100%,Nicaragua,1.0,f
4458,26513,,Zimbabwe,1.0,f
4460,12017,100%,Guinea,1.0,f
4461,40737,89%,Russian Federation,1.0,t
4463,3052,,Mauritania,3.0,f
4464,2457,,,1.0,t
4466,16568,,,1.0,f
4475,22179,,Uzbekistan,1.0,t
4476,11544,100%,,1.0,f
4478,12414,,,1.0,t
4480,48039,,,1.0,t
4485,31883,,Uganda,1.0,t
4486,13240,100%,Estonia,1.0,t
4487,30258,,Kenya,1.0,t
4488,27942,,Guinea,1.0,t
4493,41500,100%,,1.0,t
4494,23912,50%,,1.0,t
4498,20857,,Netherlands,1.0,t
4499,30268,,Maldives,1.0,f
4502,16237,100%,Sao Tome and Principe,1.0,t
4506,23127,,Niue,1.0,t
4507,47805,,Malta,1.0,f
4509,9689,100%,Guinea,2.0,f
4514,46668,100%,Malta,2.0,t
4515,48905,100%,,1.0,f
4522,11776,,Holy See (Vatican City State),1.0,t
4523,4237,33%,Holy See (Vatican City State),1.0,f
4528,36264,,,1.0,f
4530,34753,100%,El Salvador,1.0,t
4533,30868,,,1.0,f
4537,37845,14%,,1.0,t
4540,37383,100%,,1.0,t
4542,34559,100%,Isle of Man,1.0,t
4546,28676,,Anguilla,1.0,f
4548,12800,100%,Malawi,2.0,f
4551,22713,100%,Uganda,1.0,f
4552,24068,,,1.0,f
4553,43557,,Switzerland,2.0,t
4555,425,,,1.0,f
4557,39952,100%,Tonga,21.0,f
4558,25874,100%,Malta,1.0,t
4560,49555,100%,Saint Pierre and Miquelon,4.0,t
4561,46040,,Kenya,1.0,f
4563,49043,100%,Micronesia,4.0,t
4564,21094,,Ukraine,1.0,f
4566,49747,,,1.0,t
4568,31381,100%,Niue,2.0,f
4569,18776,,Marshall Islands,1.0,f
4571,13747,100%,Niue,1.0,t
4577,8170,100%,,1.0,t
4579,44746,,Russian Federation,1.0,f
4580,29478,90%,,1.0,t
4581,36238,,,2.0,t
4582,31486,,,1.0,f
4583,44336,83%,Monaco,1.0,t
4584,2817,,El Salvador,1.0,f
4588,27597,100%,Portugal,7.0,t
4589,18148,,Lebanon,1.0,f
4594,42049,,Gambia,1.0,f
4597,20120,100%,Wallis and Futuna,10.0,f
4599,18014,,Isle of Man,1.0,f
4602,19419,,Chile,1.0,t
4604,25121,,Venezuela,1.0,t
4605,12043,0%,,1.0,t
4607,35170,100%,Vietnam,5.0,t
4609,33067,,Costa Rica,1.0,f
4610,15485,,Montserrat,1.0,t
4611,45079,75%,Tonga,1.0,t
4616,5743,,China,2.0,t
4618,10929,,Niger,1.0,f
4619,16294,,Libyan Arab Jamahiriya,2.0,f
4620,35356,100%,Russian Federation,2.0,t
4622,37265,,Niue,2.0,t
4627,14026,,Cocos (Keeling) Islands,1.0,f
4628,11380,100%,United Kingdom,1.0,t
4635,47882,,,1.0,f
4636,6389,,Malta,1.0,t
4639,31084,,,1.0,f
4640,43115,100%,Maldives,1.0,t
4642,21602,,Guinea,1.0,t
4643,2989,,,1.0,f
4644,17054,100%,Nicaragua,1.0,f
4645,12107,100%,Fiji,2.0,t
4651,12842,,,1.0,f
4656,7949,,Guinea,1.0,f
4662,2814,,French Guiana,1.0,f
4664,17725,,,1.0,f
4665,31763,,Niger,2.0,t
4667,4373,,Denmark,1.0,t
4669,16472,67%,Sao Tome and Principe,1.0,t
4671,20660,,Russian Federation,1.0,t
4674,32930,100%,,1.0,f
4679,36152,,Chad,1.0,f
4681,19338,,Guernsey,1.0,f
4685,39407,,,2.0,t
4691,20796,100%,Togo,2.0,f
4692,33174,,Pakistan,1.0,t
4696,19457,70%,Monaco,1.0,t
4707,48614,100%,,1.0,t
4709,47072,,,1.0,f
4711,18110,,Bosnia and Herzegovina,1.0,t
4715,15169,,,1.0,t
4717,30368,,Uganda,1.0,f
4720,20411,100%,Pakistan,4.0,t
4722,10578,100%,,1.0,f
4724,27105,50%,Turkmenistan,1.0,f
4726,38790,,,1.0,t
4727,34207,,Estonia,1.0,t
4729,21944,,Guernsey,1.0,t
4732,47565,100%,Kiribati,1.0,t
4735,21644,100%,Australia,1.0,f
4736,40157,,Ghana,1.0,t
4737,27211,,Sao Tome and Principe,1.0,f
4740,9948,,Ukraine,2.0,t
4741,43048,100%,France,1.0,t
4743,16730,,Isle of Man,1.0,f
4744,3604,63%,Tunisia,1.0,f
4745,37510,100%,Zimbabwe,1.0,t
4747,26562,,,1.0,f
4748,21704,,,1.0,t
4751,28983,,,1.0,t
4755,14090,67%,Costa Rica,1.0,f
4756,40678,100%,Ecuador,3.0,t
4757,48918,100%,Slovakia (Slovak Republic),1.0,t
4759,14740,0%,,1.0,f
4761,510,,Greenland,1.0,f
4764,48201,,Anguilla,1.0,f
4766,2215,100%,,2.0,f
4768,27015,100%,Kenya,2.0,t
4769,17694,100%,Isle of Man,4.0,t
4771,1694,,Lebanon,1.0,f
4773,30843,,Niue,1.0,f
4775,11757,,Nauru,1.0,t
4783,30732,,,2.0,f
4785,47719,,,1.0,f
4790,34344,100%,Denmark,1.0,f
4792,7696,97%,Russian Federation,7.0,t
4795,33179,100%,Rwanda,13.0,f
4799,27263,80%,China,5.0,f
4801,19276,,,1.0,t
4802,9093,100%,,1.0,t
4806,2683,,Guinea,1.0,t
4808,35348,,Suriname,2.0,t
4809,21204,,Netherlands,1.0,t
4811,15887,,,1.0,f
4813,17950,,,1.0,t
4814,21784,,Kiribati,1.0,t
4815,1,,Anguilla,2.0,t
4817,37314,100%,,1.0,f
4819,39023,100%,Niue,1.0,t
4820,19564,100%,Turks and Caicos Islands,2.0,t
4821,31098,,,1.0,t
4822,45270,100%,Jersey,1.0,t
4823,14976,,Zimbabwe,1.0,f
4829,46052,,Marshall Islands,1.0,f
4830,3282,100%,,1.0,t
4831,2467,100%,,1.0,t
4833,46226,,,1.0,t
4834,34504,,,1.0,f
4835,27689,,Maldives,1.0,f
4837,21014,,,1.0,f
4839,31124,100%,France,3.0,f
4842,33873,100%,Turks and Caicos Islands,8.0,t
4844,29833,,Zimbabwe,1.0,f
4845,13153,100%,Zimbabwe,1.0,f
4847,43431,,French Guiana,1.0,f
4848,18887,,,1.0,t
4849,12034,,Bosnia and Herzegovina,1.0,f
4851,1360,86%,Guernsey,1.0,f
4854,32129,,Gambia,1.0,t
4855,34079,,Chile,1.0,t
4856,34580,,,1.0,t
4859,9711,89%,Micronesia,2.0,t
4860,11212,,Nicaragua,1.0,f
4866,49988,,Faroe Islands,1.0,t
4871,23574,,Isle of Man,1.0,t
4873,18163,,,1.0,t
4879,36641,100%,Vietnam,5.0,f
4880,27483,,Djibouti,1.0,t
4881,16631,,,1.0,t
4885,17060,100%,Monaco,1.0,f
4886,44884,,Russian Federation,3.0,t
4888,12816,,,1.0,t
4893,1718,,,1.0,f
4896,19535,,Russian Federation,1.0,t
4897,23710,100%,Gambia,5.0,f
4900,30276,,Isle of Man,1.0,t
4902,25485,100%,Kiribati,1.0,f
4903,10297,,Chad,1.0,t
4904,16706,100%,France,1.0,t
4905,46141,100%,,3.0,f
4909,29790,,Korea,1.0,t
4911,34296,,Kenya,3.0,f
4912,27186,100%,Zimbabwe,7.0,t
4915,11663,,Brazil,1.0,f
4922,22059,,Uzbekistan,1.0,t
4923,17777,,Lebanon,1.0,t
4925,267,,Malta,1.0,t
4927,13233,,,1.0,t
4928,48334,100%,Guinea,12.0,f
4934,16564,,Russian Federation,1.0,f
4936,47554,,Rwanda,2.0,f
4941,48142,,Monaco,2.0,f
4954,45057,,Marshall Islands,1.0,t
4957,28202,100%,,2.0,t
4958,28021,83%,Isle of Man,2.0,f
4960,37836,100%,,1.0,t
4961,41501,100%,Montserrat,2.0,t
4962,39719,,Somalia,1.0,t
4963,24532,,,1.0,f
4964,8373,,Malta,1.0,t
4966,6817,,Gibraltar,1.0,t
4967,33007,100%,Croatia,1.0,t
4968,33163,100%,Marshall Islands,1.0,f
4970,44762,100%,Estonia,1.0,t
4972,22614,63%,Zimbabwe,1.0,t
4973,30962,100%,Jersey,2.0,t
4981,22491,,Croatia,1.0,t
4987,13033,80%,Moldova,3.0,t
4988,40026,,Niue,1.0,t
4989,3417,,Fiji,32.0,t
4997,36171,,Sao Tome and Principe,6.0,t
5001,12272,50%,Zimbabwe,1.0,t
5003,30959,100%,Zimbabwe,2.0,f
5006,47211,,Marshall Islands,1.0,f
5007,40659,,,1.0,f
5009,35468,100%,Sao Tome and Principe,1.0,t
5014,24067,,Mexico,3.0,t
5021,3812,,Lebanon,1.0,f
5023,9746,,Gibraltar,1.0,f
5024,25456,,,1.0,t
5026,3820,,,1.0,f
5028,40105,,,1.0,t
5030,22576,,Gambia,1.0,t
5033,35556,,,1.0,t
5034,40599,100%,United Kingdom,1.0,t
5035,38569,,,1.0,f
5036,18450,,,1.0,f
5037,15334,,Estonia,1.0,t
5039,28884,100%,Micronesia,2.0,t
5040,17788,0%,Australia,2.0,t
5041,10865,88%,Isle of Man,2.0,t
5045,34000,,Monaco,1.0,f
5046,13647,100%,,3.0,f
5049,18695,,Kenya,1.0,f
5050,35807,100%,Sao Tome and Principe,2.0,f
5051,5817,,Cocos (Keeling) Islands,1.0,f
5053,37734,,Malawi,1.0,f
5054,40593,,Nauru,10.0,t
5056,5223,100%,Chile,1.0,t
5058,11093,,,1.0,t
5062,8736,,Niue,1.0,t
5064,32046,50%,Gibraltar,1.0,t
5068,10104,,Tonga,1.0,t
5069,23301,,Vietnam,1.0,t
5074,8042,100%,Micronesia,1.0,t
5077,22178,65%,Lebanon,1.0,t
5078,37822,100%,,1.0,f
5081,24345,100%,Lebanon,1.0,t
5083,5770,100%,Zimbabwe,1.0,t
5084,20651,,Sao Tome and Principe,2.0,f
5092,46515,100%,,1.0,f
5097,31925,,,1.0,f
5098,35508,,,1.0,t
5099,4203,,Russian Federation,1.0,t
5100,15144,,Croatia,2.0,t
5106,27430,100%,Christmas Island,4.0,t
5108,35398,100%,Isle of Man,1.0,f
5109,7824,100%,Monaco,2.0,t
5115,35992,,Uganda,1.0,t
5118,22124,,Tonga,1.0,t
5120,8201,,Guinea,1.0,f
5121,12802,100%,Niger,3.0,t
5122,30105,,Rwanda,1.0,t
5123,3223,100%,Kenya,1.0,t
5124,42682,,Guinea,1.0,f
5125,45273,,Wallis and Futuna,1.0,t
5128,48119,,Monaco,1.0,f
5129,38278,,Bosnia and Herzegovina,1.0,t
5130,48542,,Philippines,1.0,f
5131,32060,,Russian Federation,1.0,t
5133,29052,100%,Kiribati,1.0,f
5134,20296,,Zimbabwe,1.0,t
5137,10479,100%,Palestinian Territory,3.0,t
5140,42098,,Maldives,1.0,t
5141,47902,,,1.0,f
5142,11582,100%,Anguilla,2.0,t
5143,6894,80%,Estonia,47.0,t
5146,11373,,Ghana,1.0,f
5147,29309,,Micronesia,1.0,t
5149,29639,100%,,1.0,t
5153,29807,100%,Brazil,2.0,t
5154,12671,,,1.0,f
5155,21134,,United Kingdom,1.0,f
5157,38002,,,1.0,t
5158,31430,,Niger,1.0,f
5159,45512,100%,Barbados,2.0,t
5164,41335,,,1.0,t
5165,38863,100%,,1.0,t
5166,13313,,,1.0,t
5172,44096,,,2.0,t
5173,38102,,Zimbabwe,1.0,t
5174,12006,100%,Uruguay,5.0,f
5177,16948,100%,Suriname,1.0,f
5184,20192,,,1.0,t
5185,37655,,Niue,1.0,f
5187,29198,100%,Uzbekistan,1.0,f
5190,23856,100%,,1.0,f
5194,45661,,,1.0,t
5198,7671,,Uzbekistan,1.0,f
5199,47989,100%,,2.0,t
5200,2778,,Anguilla,2.0,t
5202,22466,,Wallis and Futuna,1.0,f
5207,24538,,,1.0,f
5210,29894,,Guernsey,1.0,t
5211,11076,100%,Malta,1.0,t
5213,1963,100%,,1.0,t
5218,21398,,Russian Federation,2.0,t
5219,34970,,,1.0,f
5220,14560,100%,Barbados,2.0,f
5221,37760,100%,Niue,1.0,t
5223,40045,,Marshall Islands,1.0,t
5224,42860,100%,Guinea,1.0,f
5225,47876,,Estonia,1.0,t
5227,14204,100%,Jersey,1.0,f
5234,26304,,French Guiana,1.0,f
5237,21898,,Russian Federation,1.0,t
5238,27999,,Maldives,1.0,t
5242,23065,,Kenya,1.0,f
5244,9196,100%,Jersey,1.0,f
5249,38153,,Ecuador,1.0,t
5252,6224,100%,Wallis and Futuna,2.0,t
5253,27603,100%,Pakistan,1.0,t
5259,23335,100%,,3.0,f
5261,25575,,Costa Rica,1.0,t
5262,23199,,Isle of Man,1.0,f
5264,17382,,Slovenia,1.0,t
5265,37909,100%,Russian Federation,2.0,t
5271,1164,,Tonga,1.0,t
5278,41962,,Afghanistan,1.0,f
5281,17959,,Lebanon,1.0,t
5287,36344,,,1.0,t
5289,11800,,Bosnia and Herzegovina,2.0,t
5292,10169,100%,,1.0,f
5294,48504,,Netherlands,5.0,f
5296,22918,,,1.0,f
5300,25123,100%,Papua New Guinea,1.0,t
5301,16073,,Chile,1.0,t
5304,15052,,,1.0,t
5305,9105,,Tonga,1.0,t
5307,2236,,Anguilla,1.0,f
5311,45837,,Chile,1.0,t
5314,366,,Svalbard & Jan Mayen Islands,1.0,t
5315,45555,,Tanzania,2.0,f
5319,43761,100%,,1.0,t
5320,46089,100%,Sao Tome and Principe,3.0,t
5322,31845,,,1.0,t
5323,18077,100%,Sao Tome and Principe,139.0,f
5325,44735,100%,,1.0,t
5331,30753,100%,Anguilla,2.0,t
5336,43141,,,1.0,t
5337,34216,,Malawi,1.0,f
5339,8909,100%,Tunisia,1.0,t
5343,18258,90%,Niue,2.0,f
5344,1239,100%,Gambia,1.0,t
5347,14211,,Niue,2.0,f
5348,11034,90%,Chile,1.0,f
5357,25530,,Senegal,1.0,t
5358,15221,,,1.0,f
5359,17784,,,1.0,t
5363,26083,100%,Faroe Islands,2.0,t
5367,49720,,Micronesia,1.0,t
5371,10645,100%,,2.0,t
5373,22139,,Chile,1.0,f
5375,45154,100%,Lebanon,2.0,t
5376,28026,,Niue,1.0,t
5377,12100,,Bouvet Island (Bouvetoya),1.0,t
5386,38716,,Estonia,1.0,f
5388,32742,100%,Nicaragua,3.0,t
5394,31695,,Nicaragua,1.0,t
5395,29601,,Faroe Islands,6.0,t
5397,42183,100%,Puerto Rico,1.0,t
5408,28125,,Reunion,2.0,t
