,id,company_rating,company_location,total_fleet_count,iata_approved
4543,5661,100%,,1.0,f
4545,49752,,Faroe Islands,2.0,f
4548,12800,100%,Malawi,2.0,f
4549,4913,100%,Gambia,1.0,f
4553,43557,,Switzerland,2.0,t
4556,3355,78%,Faroe Islands,2.0,t
4557,39952,100%,Tonga,21.0,f
4562,14227,80%,Svalbard & Jan Mayen Islands,1.0,t
4563,49043,100%,Micronesia,4.0,t
4565,40721,,El Salvador,1.0,f
4567,36852,,,1.0,f
4570,26559,,Guinea,4.0,t
4573,34220,100%,Estonia,1.0,t
4576,14504,,,2.0,f
4586,13031,,Gambia,1.0,f
4588,27597,100%,Portugal,7.0,t
4590,3793,,Kiribati,1.0,t
4591,34088,,Marshall Islands,1.0,f
4592,5690,100%,Isle of Man,2.0,t
4593,42981,100%,,1.0,f
4597,20120,100%,Wallis and Futuna,10.0,f
4598,17500,100%,,1.0,f
4600,26036,,Svalbard & Jan Mayen Islands,2.0,f
4603,39242,,,1.0,t
4606,34873,,,1.0,f
4607,35170,100%,Vietnam,5.0,t
4613,33168,100%,Senegal,1.0,t
4615,27251,100%,,1.0,f
4617,41034,,,1.0,f
4620,35356,100%,Russian Federation,2.0,t
4624,18170,88%,France,1.0,f
4625,29270,,China,1.0,f
4626,7479,100%,,1.0,f
4630,4011,100%,French Guiana,3.0,f
4638,36370,100%,Puerto Rico,1.0,f
4641,313,0%,,1.0,t
4645,12107,100%,Fiji,2.0,t
4649,33771,,Uzbekistan,1.0,t
4654,12885,,Kenya,1.0,f
4655,9438,,,3.0,t
4659,12501,100%,Sao Tome and Principe,2.0,f
4660,23462,,,1.0,f
4661,6852,,Costa Rica,1.0,f
4665,31763,,Niger,2.0,t
4666,271,100%,,1.0,f
4670,6154,86%,Sao Tome and Principe,1.0,f
4677,18297,,,1.0,t
4680,27421,,,1.0,f
4682,19632,,Lebanon,1.0,t
4684,13975,100%,Mexico,2.0,f
4685,39407,,,2.0,t
4687,35342,,,1.0,f
4688,45536,,Indonesia,1.0,t
4689,3538,,,1.0,f
4690,12765,100%,Zimbabwe,1.0,t
4691,20796,100%,Togo,2.0,f
4693,25044,,Faroe Islands,1.0,t
4694,27572,67%,Niue,1.0,f
4695,16344,100%,Nicaragua,1.0,f
4697,2242,90%,Monaco,1.0,f
4701,43731,100%,,1.0,t
4703,35921,,,1.0,t
4704,1451,,United Kingdom,1.0,f
4705,12611,,,1.0,f
4708,49076,97%,Kenya,12.0,t
4710,20386,,,1.0,t
4712,23434,,Niue,1.0,f
4714,20909,100%,Gambia,1.0,f
4723,32579,,Nicaragua,1.0,f
4725,6276,100%,Zimbabwe,5.0,f
4728,16312,100%,Kiribati,11.0,f
4731,15154,,,1.0,f
4734,41089,100%,Gambia,3.0,t
4739,31267,,Faroe Islands,1.0,f
4740,9948,,Ukraine,2.0,t
4742,12458,,Rwanda,2.0,t
4750,8985,100%,Gibraltar,1.0,t
4752,44425,,Cocos (Keeling) Islands,1.0,t
4754,27398,100%,Niue,1.0,f
4758,32715,,French Guiana,1.0,t
4760,32679,100%,Papua New Guinea,1.0,t
4762,4587,,El Salvador,1.0,f
4765,18559,100%,,1.0,t
4766,2215,100%,,2.0,f
4767,35712,100%,Marshall Islands,1.0,t
4769,17694,100%,Isle of Man,4.0,t
4770,31609,,,1.0,f
4772,44375,,Sao Tome and Principe,1.0,f
4779,30765,,Marshall Islands,2.0,f
4780,43134,100%,Suriname,6.0,f
4781,11100,100%,Nicaragua,1.0,f
4789,49453,0%,,1.0,f
4791,43225,100%,,3.0,f
4794,4125,100%,Guernsey,1.0,t
4796,38968,,,1.0,f
4797,17441,100%,,6.0,t
4799,27263,80%,China,5.0,f
4800,49001,,,1.0,t
4803,25403,,,1.0,t
4804,5226,38%,,1.0,f
4805,41518,100%,Montserrat,13.0,t
4808,35348,,Suriname,2.0,t
4815,1,,Anguilla,2.0,t
4818,4554,,Marshall Islands,1.0,f
4825,6920,100%,,1.0,f
4826,11670,,Chile,1.0,t
4827,36335,,,1.0,f
4836,32410,100%,United Kingdom,5.0,f
4840,29660,,Pakistan,1.0,f
4842,33873,100%,Turks and Caicos Islands,8.0,t
4850,43355,,,1.0,f
4853,6891,,,1.0,f
4858,1830,,,1.0,t
4864,34308,,Costa Rica,1.0,t
4865,38140,,Uzbekistan,1.0,t
4868,19491,100%,Vietnam,1.0,t
4869,36877,,,1.0,f
4876,10189,,,1.0,f
4882,32031,100%,Zimbabwe,1.0,t
4889,6794,100%,Bosnia and Herzegovina,2.0,t
4890,39694,,,1.0,f
4891,13821,100%,United Kingdom,2.0,f
4894,28411,100%,,1.0,f
4895,24441,100%,,1.0,f
4897,23710,100%,Gambia,5.0,f
4899,41524,,Fiji,4.0,t
4901,7248,100%,Nicaragua,2.0,f
4908,15808,,,1.0,f
4913,25022,,,1.0,f
4914,1571,,Tonga,1.0,t
4916,553,,Denmark,1.0,t
4917,36052,100%,,2.0,t
4918,49344,,,1.0,f
4919,25730,,Kiribati,3.0,t
4920,30704,,Nicaragua,1.0,f
4921,17469,,Sao Tome and Principe,1.0,f
4926,255,50%,Gibraltar,1.0,f
4928,48334,100%,Guinea,12.0,f
4929,6991,,,1.0,f
4931,38229,,,1.0,f
4932,36607,100%,,2.0,t
4933,21026,,,1.0,f
4935,7287,100%,Guinea,1.0,f
4938,4488,,,1.0,f
4945,17873,100%,El Salvador,1.0,f
4947,17689,,United Kingdom,2.0,f
4949,23758,,Anguilla,2.0,f
4950,9068,100%,,1.0,f
4951,25425,100%,,1.0,t
4952,30717,,,1.0,t
4953,11241,,,1.0,f
4958,28021,83%,Isle of Man,2.0,f
4959,25532,,Nauru,1.0,f
4965,22409,100%,,1.0,f
4969,25047,,,1.0,f
4975,30606,,,1.0,f
4976,17888,100%,,1.0,f
4977,23668,100%,Fiji,2.0,f
4979,3167,100%,Micronesia,3.0,f
4980,19522,,Ghana,2.0,t
4982,46055,,Latvia,2.0,t
4983,22082,100%,Isle of Man,1.0,t
4985,21040,,,1.0,f
4986,4816,90%,Somalia,3.0,f
4989,3417,,Fiji,32.0,t
4990,40177,100%,,13.0,f
4991,27367,100%,Maldives,1.0,f
4992,23556,,,1.0,f
4994,1063,100%,Papua New Guinea,4.0,f
4996,38370,,Kenya,1.0,f
4998,44430,,,1.0,f
4999,24592,,,1.0,f
5004,3047,100%,Brazil,1.0,f
5010,7839,100%,,2.0,f
5013,31066,,Somalia,1.0,t
5014,24067,,Mexico,3.0,t
5015,26706,,Anguilla,1.0,f
5017,4541,,Chad,1.0,f
5019,4856,100%,Philippines,5.0,f
5029,37470,100%,,1.0,t
5032,30908,,,2.0,f
5038,2363,,Barbados,3.0,t
5039,28884,100%,Micronesia,2.0,t
5040,17788,0%,Australia,2.0,t
5043,39087,90%,,1.0,t
5046,13647,100%,,3.0,f
5047,18383,,Wallis and Futuna,1.0,t
5048,36998,92%,Lebanon,10.0,f
5052,11125,100%,Nicaragua,12.0,t
5054,40593,,Nauru,10.0,t
5057,836,,Russian Federation,1.0,t
5059,38534,100%,Maldives,1.0,f
5060,12479,,,1.0,t
5061,3258,,Chad,1.0,t
5063,11550,,Niue,1.0,t
5065,39300,100%,Kenya,2.0,f
5066,31878,,Lebanon,1.0,t
5071,46999,,Russian Federation,1.0,f
5072,37363,100%,Isle of Man,1.0,f
5076,45089,100%,Jersey,1.0,f
5079,39372,,,1.0,f
5080,31243,,Russian Federation,1.0,f
5087,32027,,Turkmenistan,2.0,t
5089,16686,100%,Turkmenistan,1.0,f
5093,46912,0%,France,1.0,t
5094,6256,100%,,1.0,f
5095,1826,,Jersey,1.0,t
5101,24501,100%,Andorra,2.0,t
5102,30425,,Micronesia,1.0,f
5104,44089,,Kenya,1.0,t
5105,28174,,Denmark,1.0,f
5106,27430,100%,Christmas Island,4.0,t
5109,7824,100%,Monaco,2.0,t
5112,29684,100%,,1.0,f
5113,13953,100%,,1.0,f
5114,23451,100%,Niger,3.0,f
5119,13338,,Gambia,1.0,f
5126,46110,100%,Afghanistan,4.0,f
5132,39867,100%,Jersey,1.0,t
5135,8046,100%,,1.0,f
5136,2511,,,1.0,f
5137,10479,100%,Palestinian Territory,3.0,t
5138,21447,,Lebanon,1.0,f
5143,6894,80%,Estonia,47.0,t
5144,36088,100%,Niue,2.0,f
5145,23905,,Maldives,1.0,t
5148,20134,,,1.0,t
5150,23461,,Slovenia,1.0,f
5161,27019,100%,Gambia,1.0,f
5162,31085,,,1.0,f
5163,1873,100%,,2.0,t
5169,31612,100%,,3.0,t
5171,36304,100%,,1.0,t
5176,7482,,,1.0,t
5180,5485,,,1.0,f
5182,23384,,,1.0,t
5183,12777,100%,,1.0,t
5188,17672,,,1.0,f
5189,35679,100%,,2.0,f
5193,38232,,,3.0,t
5195,22985,100%,,1.0,f
5197,23742,,,1.0,t
5203,47963,100%,,1.0,t
5206,7982,100%,Serbia,3.0,f
5208,17096,,Somalia,1.0,t
5209,20893,80%,,1.0,f
5212,24449,,France,1.0,f
5217,21345,,United Kingdom,1.0,f
5218,21398,,Russian Federation,2.0,t
5220,14560,100%,Barbados,2.0,f
5222,7047,,Zimbabwe,1.0,t
5228,16953,,,1.0,f
5229,32781,100%,Lebanon,2.0,f
5230,3887,,Niue,1.0,f
5231,937,100%,French Guiana,3.0,f
5232,9538,,Svalbard & Jan Mayen Islands,3.0,f
5235,24338,100%,El Salvador,2.0,f
5239,36584,,Denmark,1.0,t
5240,13304,100%,Cocos (Keeling) Islands,2.0,f
5250,35480,100%,Netherlands,1.0,f
5251,34811,100%,Montserrat,1.0,f
5252,6224,100%,Wallis and Futuna,2.0,t
5255,2694,,Afghanistan,1.0,f
5257,38339,100%,Venezuela,2.0,f
5258,4225,100%,Costa Rica,2.0,f
5259,23335,100%,,3.0,f
5260,24466,,Denmark,1.0,f
5266,47488,0%,Gambia,1.0,f
5267,13641,85%,Mauritania,23.0,f
5268,27680,,,1.0,t
5269,37906,,,1.0,t
5273,35532,,,1.0,f
5275,21843,100%,,1.0,f
5276,36065,,Estonia,2.0,f
5277,49102,,,1.0,t
5284,35773,100%,,1.0,t
5285,35952,100%,,1.0,f
5286,30022,33%,French Guiana,2.0,f
5291,49268,,Chad,1.0,t
5294,48504,,Netherlands,5.0,f
5295,15342,,Malawi,1.0,t
5298,2337,100%,Kiribati,1.0,f
5299,22913,,Tonga,1.0,t
5303,16108,,Monaco,1.0,f
5306,22915,,Faroe Islands,1.0,t
5308,32560,100%,Jersey,1.0,f
5312,48265,,Papua New Guinea,1.0,f
5317,35486,100%,French Guiana,1.0,t
5318,6500,,Reunion,2.0,f
5320,46089,100%,Sao Tome and Principe,3.0,t
5321,26223,,Sao Tome and Principe,1.0,t
5323,18077,100%,Sao Tome and Principe,139.0,f
5326,15111,,Micronesia,1.0,f
5327,25678,100%,,1.0,f
5329,43108,100%,Vietnam,2.0,f
5330,4298,100%,,1.0,t
5331,30753,100%,Anguilla,2.0,t
5333,48587,,,1.0,f
5335,46322,,Denmark,1.0,f
5338,18401,100%,,1.0,f
5343,18258,90%,Niue,2.0,f
5345,27423,100%,,3.0,t
5350,27646,100%,Isle of Man,1.0,f
5351,26895,50%,Gambia,1.0,f
5353,35558,,Maldives,1.0,t
5354,94,,Micronesia,1.0,f
5360,30440,,Denmark,1.0,f
5364,33684,,Lebanon,1.0,f
5365,47856,,,1.0,f
5366,44590,100%,Faroe Islands,1.0,f
5368,35122,100%,Guinea,1.0,t
5370,31653,,Slovenia,1.0,f
5372,28435,,,1.0,f
5374,9167,,Rwanda,2.0,t
5375,45154,100%,Lebanon,2.0,t
5380,29410,89%,Niger,1.0,f
5382,2852,100%,Isle of Man,1.0,f
5385,19485,50%,Russian Federation,1.0,t
5388,32742,100%,Nicaragua,3.0,t
5389,47296,100%,,1.0,f
5391,47355,,,2.0,f
5395,29601,,Faroe Islands,6.0,t
5396,41529,,,1.0,t
5398,12939,,,1.0,f
5399,23390,100%,French Guiana,1.0,f
5400,16081,,,1.0,t
5401,11286,,,1.0,f
5402,25677,100%,Peru,2.0,f
5403,42373,,,1.0,t
5404,48747,,Marshall Islands,1.0,f
5408,28125,,Reunion,2.0,t
5415,42317,100%,Netherlands Antilles,1.0,t
5418,8907,100%,Costa Rica,1.0,f
5422,30155,,Croatia,1.0,f
5425,5029,,,1.0,f
5427,33881,100%,Djibouti,2.0,t
5429,44218,100%,Kiribati,3.0,f
5431,16136,67%,,1.0,f
5434,12627,,Canada,1.0,f
5440,36327,100%,Guinea,5.0,t
5441,38700,,,1.0,f
5442,44216,,United Kingdom,1.0,t
5445,10858,100%,Maldives,1.0,t
5446,37307,75%,Nicaragua,2.0,f
5447,15003,,Bosnia and Herzegovina,1.0,t
5457,15198,,Rwanda,1.0,t
5460,1077,,,1.0,f
5461,40341,100%,,1.0,t
5463,45785,,,1.0,f
5465,42866,,,1.0,t
5467,28487,,,1.0,f
5474,33837,,Nicaragua,2.0,t
5475,17798,100%,,1.0,t
5478,35218,100%,Turkmenistan,2.0,f
5484,40262,,Barbados,1.0,f
5489,1184,100%,Bahrain,2.0,f
5490,336,100%,Ecuador,7.0,f
5492,3941,100%,,3.0,f
5497,48388,,Gibraltar,1.0,f
5500,30369,100%,Libyan Arab Jamahiriya,1.0,t
5504,48886,100%,Netherlands,4.0,t
5506,28061,100%,Denmark,5.0,f
5507,29979,90%,,1.0,t
5509,4230,,Isle of Man,1.0,t
5510,4672,,,1.0,f
5511,49905,,United Kingdom,2.0,t
5512,29364,,,1.0,t
5520,8397,100%,Faroe Islands,1.0,t
5523,28371,,Bouvet Island (Bouvetoya),1.0,f
5524,29157,100%,Canada,1.0,t
5531,30532,67%,Russian Federation,1.0,f
5534,16515,100%,Indonesia,1.0,f
5535,16716,,,1.0,f
5536,8666,50%,,2.0,t
5539,33468,100%,Monaco,2.0,t
5543,28312,100%,Lebanon,2.0,t
5545,10715,90%,,1.0,t
5547,20138,100%,,1.0,t
5548,7627,,Zimbabwe,1.0,f
5549,28288,100%,,1.0,f
5550,45400,100%,,2.0,t
5552,48242,,Anguilla,1.0,f
5560,20703,100%,,1.0,f
5561,6011,100%,Cuba,1.0,f
5562,19798,,,1.0,f
5568,25253,,Nicaragua,1.0,f
5571,7104,,,1.0,f
5573,2116,,Jersey,1.0,t
5578,32227,,,1.0,f
5579,5837,60%,Sao Tome and Principe,2.0,f
5580,29735,86%,Isle of Man,2.0,f
5581,9275,100%,Papua New Guinea,1.0,f
5596,29118,,Chile,1.0,f
5599,47445,,Peru,1.0,f
5600,34973,,Chile,1.0,f
5602,20933,100%,,1.0,t
5608,14043,100%,Chad,1.0,f
5609,41415,,Lebanon,1.0,f
5610,28370,0%,,1.0,f
5613,18630,,Costa Rica,1.0,f
5615,13924,,China,1.0,f
5619,32903,100%,,2.0,f
5624,45669,,Somalia,1.0,f
5628,12424,100%,Pakistan,2.0,t
5635,7510,100%,,1.0,t
5636,20959,,,1.0,f
5640,47114,100%,,2.0,f
5641,44599,100%,,2.0,t
5645,30296,100%,,1.0,f
5648,26741,,Philippines,1.0,t
5651,37641,,Gambia,1.0,f
5656,46031,,,1.0,t
5658,47077,100%,Bouvet Island (Bouvetoya),2.0,f
5662,29744,100%,Micronesia,1.0,f
5665,1381,,Anguilla,1.0,t
5669,34746,100%,,2.0,f
5670,26074,100%,,1.0,t
5677,20772,,Turks and Caicos Islands,1.0,f
5680,16757,,,1.0,t
5682,3194,100%,,1.0,t
5684,32275,,Uganda,1.0,t
5685,27710,,Costa Rica,1.0,t
5687,8126,56%,,2.0,f
5691,39587,,,1.0,f
5695,13565,,Brazil,1.0,t
5696,27851,,United Kingdom,6.0,t
5697,8591,100%,,1.0,f
5698,10746,,,1.0,f
5700,46554,100%,,1.0,f
5703,39640,100%,Russian Federation,1.0,t
5704,28378,,Senegal,1.0,f
5705,5085,,,1.0,f
5707,16186,,Cuba,1.0,f
5709,22939,100%,Cocos (Keeling) Islands,1.0,f
5710,36471,,,1.0,f
5712,9556,100%,,1.0,f
5717,29062,100%,,1.0,f
5719,41741,100%,Brazil,9.0,t
5720,12551,100%,Niger,3.0,f
5722,7354,100%,Cape Verde,1.0,f
5725,120,100%,Cuba,2.0,f
5730,4528,,Bosnia and Herzegovina,1.0,t
5731,31736,,Chile,1.0,t
5732,687,100%,Kiribati,2.0,t
5733,39435,100%,,1.0,t
5734,9284,100%,Nicaragua,4.0,f
5741,3525,,,1.0,f
5742,21583,,,1.0,f
5744,17738,,,1.0,f
5747,48719,,,1.0,t
5748,38525,100%,,2.0,f
5749,44141,90%,Zimbabwe,1.0,f
5751,47323,50%,Turks and Caicos Islands,7.0,f
5752,7816,100%,,1.0,f
5753,1936,,Lithuania,1.0,f
5756,47243,,,1.0,f
5757,42463,,Lebanon,1.0,f
5762,32228,,,1.0,t
5763,4446,100%,Uganda,58.0,f
5765,26056,,Kiribati,1.0,f
5769,30283,100%,Brazil,15.0,f
5770,327,100%,Tonga,2.0,t
5772,9323,,Marshall Islands,1.0,f
5774,27017,100%,Senegal,2.0,t
5776,4080,,,1.0,f
5779,9828,0%,Puerto Rico,1.0,f
5780,31443,,,1.0,f
5781,39144,,,1.0,f
5782,10113,,Gambia,1.0,f
5785,9810,100%,,2.0,t
5786,2416,100%,Guinea,5.0,f
5790,35339,,Canada,1.0,f
5791,17698,,,1.0,t
5792,40024,,,1.0,f
5793,31936,100%,Vanuatu,2.0,f
5798,12485,,,1.0,f
5799,20443,100%,Uganda,1.0,f
5802,1110,,Cape Verde,1.0,t
5804,24852,100%,Wallis and Futuna,3.0,f
5809,27993,,Maldives,1.0,t
5810,44333,,,1.0,f
5813,43220,100%,Korea,1.0,t
5817,23818,,Congo,1.0,f
5818,38622,,,1.0,f
5819,21174,100%,,1.0,f
5821,27752,100%,Zimbabwe,2.0,f
5824,24509,,,1.0,f
5825,3870,33%,,1.0,f
5826,29588,100%,,3.0,f
5831,47741,,Uzbekistan,1.0,f
5832,5281,,Anguilla,1.0,t
5833,16345,,Micronesia,1.0,f
5834,29981,,,1.0,f
5835,11409,,Russian Federation,1.0,f
5836,3708,,Bosnia and Herzegovina,1.0,t
5838,8296,,Malawi,1.0,f
5840,3969,0%,,2.0,f
5844,38469,100%,Cocos (Keeling) Islands,3.0,t
5845,23904,,Honduras,2.0,t
5846,26907,,,1.0,f
5851,23431,100%,Indonesia,1.0,t
5852,17826,,,1.0,f
5853,2961,,,1.0,t
5854,44020,100%,,2.0,t
5856,18385,100%,Brazil,2.0,t
5858,30035,100%,,1.0,f
5860,12040,,China,1.0,t
5865,35934,,,1.0,f
5867,1686,,Zimbabwe,1.0,f
5872,13365,100%,Indonesia,7.0,t
5875,22089,,,2.0,f
5876,27042,,,1.0,f
5877,8225,95%,Barbados,31.0,f
5883,24197,100%,Ghana,1.0,f
5889,4386,,Zimbabwe,4.0,t
5892,1220,,Zimbabwe,2.0,f
5894,18306,90%,Jersey,5.0,f
5900,36512,0%,,1.0,f
5902,49435,100%,Marshall Islands,6.0,t
5905,5417,,Lebanon,1.0,t
5913,7820,100%,,1.0,f
5914,7701,100%,,4.0,f
5915,32029,100%,Saint Helena,2.0,t
5916,22531,,Cape Verde,1.0,f
5917,25853,,Malawi,1.0,f
5920,27260,,,1.0,f
5922,49286,,Guernsey,1.0,t
5925,1013,100%,Venezuela,4.0,f
5926,30289,,,1.0,t
5927,4330,94%,Ukraine,60.0,t
5931,17988,100%,Jersey,1.0,f
5933,38110,100%,,1.0,f
5934,15986,,,1.0,t
5941,6102,100%,Uzbekistan,1.0,f
5946,16840,100%,Mexico,1.0,t
5948,27271,,Mexico,1.0,f
5952,19272,,,1.0,f
5957,19411,,Nauru,1.0,f
5959,20357,100%,,3.0,t
5963,27678,,,1.0,t
5967,21320,,Malta,1.0,t
5971,22274,,,1.0,f
5972,30553,,United Kingdom,1.0,f
5975,42050,100%,Turks and Caicos Islands,1.0,f
5976,47154,,,1.0,f
5977,46470,100%,,1.0,t
5978,18088,100%,Marshall Islands,3.0,t
5979,33564,100%,Maldives,1.0,t
5983,22321,100%,United Kingdom,16.0,f
5986,22674,100%,,3.0,f
5987,33523,100%,Venezuela,2.0,f
5989,36433,100%,,1.0,f
5990,43137,,Svalbard & Jan Mayen Islands,1.0,t
5992,21940,,Turkmenistan,1.0,f
5996,7223,,,4.0,f
6001,5771,98%,Vietnam,8.0,f
6002,34864,,,1.0,t
6003,12357,100%,Gambia,4.0,f
6004,421,,Turkmenistan,1.0,f
6005,2147,,,2.0,t
6009,750,,Gambia,2.0,t
6015,10138,,,1.0,f
6018,33254,,Uganda,1.0,f
6020,15199,,Kiribati,1.0,t
6034,12123,80%,Puerto Rico,8.0,t
6035,35767,,Faroe Islands,1.0,t
6037,40190,,,1.0,f
6041,23340,,,1.0,f
6042,13691,,Russian Federation,1.0,f
6045,4628,,,1.0,t
6046,3551,,Gambia,1.0,f
6048,44145,100%,Rwanda,4.0,t
6049,18860,100%,,4.0,t
6053,26361,100%,Vanuatu,3.0,f
6055,35787,100%,Pakistan,1.0,t
6059,2187,,Togo,1.0,f
6063,43010,,,2.0,f
6065,15050,,Switzerland,1.0,f
6072,602,,Montserrat,1.0,f
6073,8770,100%,El Salvador,3.0,f
6077,48768,,,2.0,t
6078,35206,100%,Marshall Islands,1.0,f
6079,1637,,Uzbekistan,1.0,f
6088,5908,,,2.0,t
6089,34032,,,1.0,f
6096,48420,,,1.0,t
6100,2659,100%,,3.0,t
6101,48405,,France,1.0,f
6105,39423,100%,,6.0,t
6106,7484,100%,Pakistan,1.0,t
6108,41579,100%,,1.0,f
6110,6134,,,3.0,t
6114,11900,,Uzbekistan,1.0,f
6118,20469,33%,Guinea,1.0,t
6122,24448,100%,Venezuela,1.0,f
6125,11432,,,1.0,f
6126,11676,,Slovakia (Slovak Republic),1.0,f
6128,36936,100%,,1.0,t
6135,30844,,Gibraltar,1.0,f
6139,25091,,Isle of Man,1.0,t
6142,11973,100%,Niue,7.0,t
6143,37076,,Bouvet Island (Bouvetoya),1.0,f
6150,48455,89%,Uzbekistan,20.0,t
6152,35841,100%,Saint Helena,4.0,f
6154,2243,100%,Tonga,1.0,f
6157,38360,,Mauritania,2.0,f
6161,11923,,Bouvet Island (Bouvetoya),1.0,f
6163,43428,73%,Faroe Islands,9.0,t
6164,31110,,,1.0,f
6169,20803,,,1.0,f
6170,2816,,Togo,1.0,t
6171,30905,100%,,1.0,f
6172,17483,90%,Vanuatu,1.0,f
6173,43583,,Zimbabwe,1.0,f
6174,12488,,China,2.0,f
6177,29926,67%,Zimbabwe,7.0,t
6178,33005,,,1.0,f
6179,1726,93%,Isle of Man,9.0,t
6181,23035,100%,,2.0,f
6182,42119,100%,Djibouti,2.0,t
6183,33434,,Gambia,1.0,f
6184,12262,100%,Niue,2.0,f
6187,44169,97%,Portugal,39.0,f
6188,42544,100%,,1.0,f
6189,39635,,,1.0,t
6200,35875,,,1.0,f
6202,1042,,,1.0,t
6206,15359,,,2.0,t
6207,45898,100%,Andorra,1.0,t
6209,23071,,Venezuela,1.0,t
6212,11748,,,1.0,f
6216,26048,,Mauritania,1.0,f
6221,12074,,Mauritania,1.0,f
6222,7917,100%,,1.0,f
6225,39128,,French Guiana,1.0,f
6226,46561,100%,,1.0,t
6227,39615,,Niue,2.0,f
6228,47036,,Russian Federation,1.0,t
6229,30111,,,1.0,f
6230,41001,,,1.0,f
6231,14766,100%,Rwanda,2.0,t
6232,17612,100%,Peru,2.0,t
6234,49130,100%,Niue,1.0,t
6235,22625,100%,Nicaragua,3.0,t
6236,16541,0%,,1.0,f
6237,34134,25%,,1.0,f
6242,18974,,,1.0,f
6251,20265,100%,Malawi,3.0,f
6256,45961,100%,,1.0,f
6258,44309,,Gambia,1.0,t
6261,33365,,Russian Federation,2.0,f
6262,6655,100%,Niue,1.0,f
6263,20445,,,1.0,f
6264,21836,100%,Mauritania,3.0,f
6265,11349,0%,Venezuela,1.0,f
6267,34723,100%,Peru,12.0,f
6268,45997,0%,United Kingdom,1.0,f
6270,37770,100%,Anguilla,2.0,t
6271,46427,81%,Sao Tome and Principe,4.0,t
6274,22861,,Tanzania,1.0,f
6277,37248,,Senegal,2.0,t
6289,31828,100%,Isle of Man,2.0,t
6290,20069,100%,Monaco,3.0,f
6295,26528,,,1.0,f
6296,41971,100%,Rwanda,1.0,t
6300,672,100%,,1.0,t
6301,41659,100%,,1.0,t
6302,49262,,Isle of Man,1.0,t
6303,27241,,,1.0,t
6306,3918,,,1.0,f
6314,48351,,Malta,3.0,f
6315,11404,,Sao Tome and Principe,1.0,f
6317,8281,100%,,1.0,f
6319,3860,100%,Uzbekistan,1.0,t
6328,46607,100%,Brazil,4.0,f
6330,18926,100%,,1.0,t
6334,12928,100%,,2.0,t
6341,27717,,,1.0,t
6342,40807,,,1.0,f
6350,49362,100%,Niue,1.0,f
6351,42361,100%,Sao Tome and Principe,1.0,t
6352,16211,,,1.0,f
6355,25504,,Papua New Guinea,1.0,t
6361,43930,100%,Kenya,1.0,t
6368,32493,,Russian Federation,1.0,f
6372,13089,100%,Russian Federation,1.0,t
6373,34584,,Faroe Islands,2.0,f
6375,29209,,Vietnam,1.0,f
6377,33015,,Marshall Islands,1.0,t
6380,24855,,Bosnia and Herzegovina,2.0,t
6385,19749,100%,Denmark,6.0,t
6386,40587,100%,Niue,2.0,t
6388,14195,100%,,2.0,f
6392,29369,100%,Tonga,2.0,f
6395,50016,,Guinea,1.0,f
6396,21873,,,1.0,f
6397,42804,100%,Chad,1.0,f
6406,8232,,Tunisia,1.0,t
6411,32611,100%,Ecuador,1.0,f
6415,23612,100%,Tonga,1.0,f
6416,25507,100%,Malta,3.0,f
6417,37936,,,1.0,f
6419,49739,100%,,1.0,f
6420,45399,,United Kingdom,1.0,f
6426,11994,,,1.0,t
6427,4524,100%,Vietnam,1.0,f
6430,16164,,,2.0,t
6434,6261,,,1.0,f
6441,30318,,,1.0,t
6442,20142,,Russian Federation,1.0,f
6443,7255,100%,Bouvet Island (Bouvetoya),8.0,t
6444,38808,100%,Cape Verde,1.0,f
6450,32567,,France,1.0,f
6451,26688,67%,Jersey,1.0,t
6454,48130,,,1.0,f
6456,1899,,,1.0,t
6459,38001,,,1.0,f
6462,15657,,Zimbabwe,1.0,f
6467,46535,50%,,1.0,f
6471,47066,100%,Denmark,1.0,t
6474,49269,,,1.0,t
6478,20041,100%,Uzbekistan,2.0,t
6480,10226,,Tonga,1.0,f
6482,39703,,,1.0,f
6484,26174,,,1.0,f
6485,6613,100%,,1.0,f
6487,48769,100%,Indonesia,4.0,t
6490,33744,,,1.0,f
6491,13877,,Fiji,1.0,t
6496,16149,,,1.0,t
6497,25447,,Rwanda,1.0,f
6514,41696,,,1.0,f
6518,38273,,Malta,1.0,t
6520,27426,0%,,1.0,f
6521,29571,,,2.0,f
6522,9452,,,1.0,f
6524,4764,,,1.0,f
6532,26137,,Estonia,2.0,f
6535,47342,,Nicaragua,1.0,f
6543,5942,,Russian Federation,1.0,t
6548,16452,80%,Afghanistan,1.0,t
6557,36973,100%,,1.0,t
6558,11811,,Denmark,4.0,f
6560,28991,,Estonia,1.0,f
6562,26690,,,1.0,f
6565,48869,100%,Slovakia (Slovak Republic),22.0,f
6567,9104,100%,,1.0,f
6568,20373,,Chile,1.0,f
6569,6980,,Costa Rica,1.0,t
6570,3000,100%,,1.0,f
6571,8494,,,2.0,f
6572,21713,,Svalbard & Jan Mayen Islands,1.0,f
6573,24863,,,1.0,f
6576,13167,100%,Micronesia,1.0,f
6579,42047,,,1.0,f
6586,17656,100%,Monaco,1.0,f
6587,43642,90%,Denmark,6.0,f
6588,31546,,,1.0,f
6592,41754,100%,Zimbabwe,1.0,t
6610,26277,,Kiribati,1.0,f
6613,35999,100%,Mauritania,3.0,t
6614,33314,,Croatia,1.0,f
